"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().post.[callback].[param 'res'].render() [param 1] with untrusted data from [[""req.body""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-073/examples/TemplateObjectInjection.js:5:19:5:26""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-073/examples/TemplateObjectInjection.js","6","25","6","31"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().post.[callback].[param 'res'].render() [param 1 'name'] with untrusted data from [[""req.body""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-073/examples/TemplateObjectInjection_fixed.js:5:19:5:26""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-073/examples/TemplateObjectInjection_fixed.js","7","15","7","26"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().post.[callback].[param 'res'].render() [param 1 'location'] with untrusted data from [[""req.body""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-073/examples/TemplateObjectInjection_fixed.js:5:19:5:26""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-073/examples/TemplateObjectInjection_fixed.js","8","19","8","34"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to shell-quote.parse() [param 0] with untrusted data from [[""req.url""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-078/examples/command-injection_shellquote.js:7:29:7:35""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-078/examples/command-injection_shellquote.js","9","44","9","50"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to ajv().validate() [param 1] with untrusted data from [[""req.body""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/ExceptionXssAjv.js:10:35:10:42""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/ExceptionXssAjv.js","10","35","10","42"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().get.[callback].[param 'res'].send() [param 0] with untrusted data from [[""req.params.id""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/ReflectedXss.js:6:33:6:45""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/ReflectedXss.js","6","14","6","45"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to escape-html() [param 0] with untrusted data from [[""req.params.id""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/ReflectedXssGood.js:8:40:8:52""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/ReflectedXssGood.js","8","40","8","52"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to mongoose.model().deleteOne() [param 0 '_id'] with untrusted data from [[""req.body""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/NoSqlInjection.js:13:12:13:19""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/NoSqlInjection.js","15","31","15","32"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to events.query() [param 0] with untrusted data from [[""req.params.category""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjection.js:9:5:9:23""]].
Call to pg.Pool().query() [param 0] with untrusted data from [[""req.params.category""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjection.js:9:5:9:23""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjection.js","11","14","11","19"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to events.query() [param 1] with untrusted data from [[""req.params.category""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix.js:9:23:9:41""]].
Call to pg.Pool().query() [param 1] with untrusted data from [[""req.params.category""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix.js:9:23:9:41""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix.js","9","22","9","42"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to sqlstring.escape() [param 0] with untrusted data from [[""req.params.category""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix2.js:10:22:10:40""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix2.js","10","22","10","40"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to pug.compile() [param 0] with untrusted data from [[""req.query.username""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-094/examples/ServerSideTemplateInjection.js:6:17:6:34""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-094/examples/ServerSideTemplateInjection.js","17","26","17","33"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to pug.compile()() [param 0 'username'] with untrusted data from [[""req.query.username""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-094/examples/ServerSideTemplateInjectionSafe.js:6:17:6:34""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-094/examples/ServerSideTemplateInjectionSafe.js","18","30","18","34"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().get.[callback].[param 'res'].send() [param 0] with untrusted data from [[""req.params.id""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-116/examples/IncompleteHtmlAttributeSanitization.js:4:11:4:23""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-116/examples/IncompleteHtmlAttributeSanitization.js","8","11","8","36"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().get.[callback].[param 'res'].send() [param 0] with untrusted data from [[""req.params.id""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-116/examples/IncompleteHtmlAttributeSanitizationGood.js:4:11:4:23""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-116/examples/IncompleteHtmlAttributeSanitizationGood.js","8","11","8","36"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().get.[callback].[param 'res'].cookie() [param 1] with untrusted data from [[""req.par ... sword"""")""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-312/examples/CleartextStorage.js:5:12:5:40""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-312/examples/CleartextStorage.js","7","26","7","27"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to ajv().validate() [param 1] with untrusted data from [[""req.body""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-400/examples/DeepObjectResourceExhaustion.js:9:29:9:36""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-400/examples/DeepObjectResourceExhaustion.js","9","29","9","36"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to ajv().validate() [param 1] with untrusted data from [[""req.body""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-400/examples/DeepObjectResourceExhaustion_fixed.js:9:29:9:36""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-400/examples/DeepObjectResourceExhaustion_fixed.js","9","29","9","36"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to js-yaml.load() [param 0] with untrusted data from [[""req.params.data""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-502/examples/UnsafeDeserializationBad.js:5:26:5:40""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-502/examples/UnsafeDeserializationBad.js","5","26","5","40"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to js-yaml.safeLoad() [param 0] with untrusted data from [[""req.params.data""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-502/examples/UnsafeDeserializationGood.js:5:30:5:44""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-502/examples/UnsafeDeserializationGood.js","5","30","5","44"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().get.[callback].[param 'res'].redirect() [param 0] with untrusted data from [[""req.query[""""target""""]""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-601/examples/ServerSideUrlRedirect.js:5:16:5:34""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-601/examples/ServerSideUrlRedirect.js","5","16","5","34"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().get.[callback].[param 'res'].redirect() [param 0] with untrusted data from [[""req.query[""""target""""]""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-601/examples/ServerSideUrlRedirectGood2.js:16:16:16:34""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-601/examples/ServerSideUrlRedirectGood2.js","18","18","18","23"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to nodemailer.createTransport().sendMail() [param 0 'to'] with untrusted data from [[""req.query.email""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-640/examples/HostHeaderPoisoningInEmailGeneration.js:10:15:10:29""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-640/examples/HostHeaderPoisoningInEmailGeneration.js","15","9","15","13"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to nodemailer.createTransport().sendMail() [param 0 'text'] with untrusted data from [[""req.host""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-640/examples/HostHeaderPoisoningInEmailGeneration.js:17:47:17:54""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-640/examples/HostHeaderPoisoningInEmailGeneration.js","17","11","17","76"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to nodemailer.createTransport().sendMail() [param 0 'to'] with untrusted data from [[""req.query.email""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-640/examples/HostHeaderPoisoningInEmailGenerationGood.js:10:15:10:29""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-640/examples/HostHeaderPoisoningInEmailGenerationGood.js","15","9","15","13"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to xpath.parse() [param 0] with untrusted data from [[""req.par ... rName"""")""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-643/examples/XpathInjectionBad.js:6:18:6:38""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-643/examples/XpathInjectionBad.js","9","34","9","96"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to xpath.parse().select() [param 0 'variables'] with untrusted data from [[""req.par ... rName"""")""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-643/examples/XpathInjectionGood.js:6:18:6:38""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-643/examples/XpathInjectionGood.js","12","16","12","37"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to lodash.escapeRegExp() [param 0] with untrusted data from [[""req.param(""""key"""")""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-730/examples/RegExpInjectionGood.js:6:13:6:28""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-730/examples/RegExpInjectionGood.js","9","32","9","34"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().get.[callback].[param 'res'].sendFile() [param 0] with untrusted data from [[""req.params.path""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/MissingRateLimiting.js:5:14:5:28""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/MissingRateLimiting.js","7","18","7","21"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to express().get.[callback].[param 'res'].sendFile() [param 0] with untrusted data from [[""req.params.path""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/MissingRateLimitingGood.js:15:14:15:28""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/MissingRateLimitingGood.js","17","18","17","21"
"Untrusted data passed to external API","Data provided remotely is used in this external API without sanitization, which could be a security risk.","error","Call to node-expat.Parser().write() [param 0] with untrusted data from [[""req.body""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-776/examples/XmlBomb.js:5:16:5:23""]].","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-776/examples/XmlBomb.js","9","16","9","21"
