"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a system command""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-078/examples/second-order-command-injection-fixed.js:11:3:11:43""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-078/examples/second-order-command-injection-fixed.js","6","23","12","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a system command""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-078/examples/second-order-command-injection.js:8:3:8:43""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-078/examples/second-order-command-injection.js","6","23","9","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a file system access""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/StoredXss.js:5:5:13:6""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/StoredXss.js","4","34","14","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a file system access""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/StoredXssGood.js:6:5:14:6""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/StoredXssGood.js","5","34","15","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a database access""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/NoSqlInjection.js:15:3:15:35""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/NoSqlInjection.js","12","27","18","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a database access""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjection.js:11:3:13:4""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjection.js","5","19","14","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a database access""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix.js:9:3:11:4""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix.js","5","19","12","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a database access""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix2.js:12:3:14:4""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix2.js","6","19","15","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a file system access""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-730/examples/server-crash.BAD.js:12:3:24:4""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-730/examples/server-crash.BAD.js","11","25","25","1"
"Missing rate limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","warning","This route handler performs [[""a file system access""|""relative:///VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/MissingRateLimiting.js:7:5:7:22""]], but is not rate-limited.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/MissingRateLimiting.js","4","19","8","1"
